1455.62,QQQ,SOXX,TQQQ,SOXL,TECL,SGOV
2025-01-02,510.23,216.82,39.31,,89.99,100.34
2025-01-03,518.58,222.47,41.2,,94.17,100.37
2025-01-06,524.54,228.91,42.6,,97.78,100.37
2025-01-07,515.18,225.79,40.31,,91.94,100.39
2025-01-08,515.27,223.54,40.34,,91.88,100.41
2025-01-10,507.19,218.2,38.42,,85.75,100.45
2025-01-13,505.56,217.53,38.01,,83.82,100.47
2025-01-14,505.08,218.96,37.88,,84.5,100.48
2025-01-15,516.7,223.21,40.44,,89.5,100.49
2025-01-16,513.08,223.54,39.62,,87.33,100.49
2025-01-17,521.74,229.74,41.57,,91.38,100.54
2025-01-21,524.8,232.45,42.26,,93.57,100.55
2025-01-22,531.51,235.81,43.9,,99.41,100.57
2025-01-23,532.64,235.37,44.17,,100.39,100.58
2025-01-24,529.63,230.64,43.38,,97.22,100.61
2025-01-27,514.21,212.55,39.57,,82.98,100.61
2025-01-28,521.81,213.5,41.33,,89.36,100.64
2025-01-29,520.83,214.38,41.07,,87.19,100.64
2025-01-30,523.05,218.74,41.58,,87.57,100.66
2025-01-31,522.29,218.13,41.36,,86.01,100.68
2025-02-03,518.11,214.2,40.36,,82.51,100.34
2025-02-04,524.47,216.4,41.83,,86.01,100.36
2025-02-05,526.85,220.59,42.37,,89.74,100.36
2025-02-06,529.6,220.3,43.01,,90.31,100.38
2025-02-07,522.92,216.87,41.37,,87.85,100.41
2025-02-10,529.25,219.7,42.82,,91.72,100.43
2025-02-11,527.99,219.9,42.51,,91.79,100.43
2025-02-12,528.3,220.14,42.6,,91.24,100.44
2025-02-13,535.9,222.84,44.4,,95.08,100.46
2025-02-14,538.15,223.07,44.92,,95.84,100.5
2025-02-18,539.37,226.76,45.19,,98.49,100.52
2025-02-19,539.52,230.53,45.2,,98.48,100.52
2025-02-20,537.23,231.07,44.65,,97.55,100.54
2025-02-21,526.08,223.98,41.85,,89.5,100.58
2025-02-24,519.87,218.72,40.35,,85.6,100.59
2025-02-25,513.32,214.21,38.81,,82.28,100.6
2025-02-26,514.56,217.94,39.06,,84.91,100.6
2025-02-27,500.27,205.25,35.82,,75.8,100.63
2025-02-28,508.17,208.52,37.46,,78.33,100.65
2025-03-03,497.05,201.15,35.04,,71.56,100.36
2025-03-04,495.55,202.27,34.65,,71.14,100.37
2025-03-05,502.01,206.63,36.01,,74.11,100.37
2025-03-06,488.2,198.04,33.02,,68.0,100.4
2025-03-07,491.79,203.85,33.71,,70.76,100.43
2025-03-10,472.73,194.42,29.91,,61.87,100.43
2025-03-11,471.6,192.12,29.56,,61.01,100.45
2025-03-12,476.92,196.08,30.57,,63.9,100.45
2025-03-13,468.34,195.1,28.9,,60.32,100.48
2025-03-14,479.66,201.12,30.94,,65.48,100.51
2025-03-17,482.77,204.44,31.55,,66.91,100.52
2025-03-18,474.54,201.47,29.95,,63.91,100.53
2025-03-19,480.89,203.11,31.12,,66.5,100.55
2025-03-20,479.26,201.49,30.8,,64.91,100.55
2025-03-21,480.84,199.38,31.09,,65.4,100.58
2025-03-24,490.66,205.3,33.06,,69.05,100.6
2025-03-25,493.46,204.19,33.65,,69.52,100.61
2025-03-26,484.38,198.47,31.69,,64.91,100.63
2025-03-27,481.62,194.56,31.15,,63.13,100.64
2025-03-28,468.94,188.68,28.67,,58.43,100.67
2025-03-31,468.92,188.17,28.65,,58.56,100.67
2025-04-01,472.7,188.27,29.31,,59.74,100.35
2025-04-02,476.15,189.48,29.97,,60.99,100.36
2025-04-03,450.66,170.36,25.15,,48.79,100.38
2025-04-04,422.67,157.63,20.55,,39.05,100.41
2025-04-07,423.69,161.27,20.62,,39.56,100.42
2025-04-08,416.06,154.86,19.45,,37.33,100.42
2025-04-09,466.0,183.62,26.31,,51.83,100.44
2025-04-10,446.18,168.61,23.07,,44.85,100.44
2025-04-11,454.4,172.26,24.29,,47.45,100.49
2025-04-14,457.48,173.4,24.8,,48.67,100.5
2025-04-15,457.99,174.11,24.9,,49.24,100.51
2025-04-16,444.18,167.39,22.65,,44.16,100.53
2025-04-17,444.1,166.55,22.58,,43.34,100.57
2025-04-21,433.11,163.64,20.93,,39.94,100.57
2025-04-22,444.48,166.82,22.53,,42.72,100.58
2025-04-23,454.56,173.07,24.02,,46.5,100.61
2025-04-24,467.35,183.03,26.07,,51.75,100.61
2025-04-25,472.56,184.81,26.93,,53.94,100.65
2025-04-28,472.41,184.48,26.91,,53.73,100.65
2025-04-29,475.53,182.51,27.43,,54.46,100.66
2025-04-30,475.47,183.84,27.44,,55.18,100.69
2025-05-01,481.68,183.59,28.39,,57.53,100.37
2025-05-02,488.83,190.03,29.72,,60.26,100.4
2025-05-05,485.93,188.57,29.2,,59.3,100.41
2025-05-06,481.41,186.77,28.37,,57.82,100.41
2025-05-07,483.3,190.04,28.7,,59.61,100.42
2025-05-08,488.29,191.74,29.56,,61.18,100.45
2025-05-09,487.97,193.94,29.49,,61.14,100.48
2025-05-12,507.85,207.87,33.06,,69.48,100.48
2025-05-13,515.59,213.76,34.57,,73.89,100.5
2025-05-14,518.68,214.79,35.18,,75.34,100.51
2025-05-15,519.25,213.41,35.29,,75.62,100.51
2025-05-16,521.51,213.13,35.72,,76.04,100.55
2025-05-19,522.01,211.85,35.82,,75.65,100.56
2025-05-20,520.27,211.54,35.44,,74.81,100.58
2025-05-21,513.04,207.67,33.97,,70.61,100.59
2025-05-22,514.0,205.75,34.15,,70.6,100.61
2025-05-23,509.24,202.56,33.16,,68.35,100.64
2025-05-27,521.22,209.29,35.47,,73.0,100.65
2025-05-28,518.91,208.24,35.01,,72.11,100.68
2025-05-29,519.93,209.09,35.19,,72.47,100.68
2025-05-30,519.11,204.94,35.0,,71.7,100.71
2025-06-02,523.21,208.03,35.81,,73.54,100.38
2025-06-03,527.3,213.62,36.64,,76.83,100.39
2025-06-04,528.77,216.8,36.94,,77.21,100.4
2025-06-05,524.79,215.89,36.08,,76.42,100.41
2025-06-06,529.92,217.34,37.1,,78.59,100.44
2025-06-09,530.7,222.46,37.27,,79.74,100.45
2025-06-10,534.21,227.32,37.99,,81.02,100.46
2025-06-11,532.41,226.56,37.6,,80.5,100.48
2025-06-12,533.66,226.87,37.85,,82.69,100.49
2025-06-13,526.96,220.96,36.42,,79.09,100.53
2025-06-16,534.29,227.44,37.9,,83.01,100.53
2025-06-17,529.08,225.64,36.78,,81.06,100.54
2025-06-18,528.99,226.56,36.73,,81.48,100.56
2025-06-20,526.83,225.11,36.22,,80.24,100.6
2025-06-23,531.65,226.51,37.35,,83.05,100.62
2025-06-24,539.78,235.1,39.05,,87.29,100.63
2025-06-25,541.16,237.21,39.24,,89.5,100.64
2025-06-26,546.22,239.07,40.31,,91.41,100.65
2025-06-27,548.09,238.86,40.71,,90.93,100.69
2025-06-30,551.64,238.7,41.5,,93.58,100.69
2025-07-01,546.99,237.62,40.44,,91.12,100.37
2025-07-02,550.8,242.14,41.25,,93.99,100.37
2025-07-03,556.22,243.34,42.4,,97.49,100.42
2025-07-07,552.03,238.78,41.46,,95.11,100.44
2025-07-08,552.34,243.34,41.51,,96.54,100.46
2025-07-09,556.25,244.12,42.38,,98.26,100.45
2025-07-10,555.45,246.55,42.18,,97.24,100.47
2025-07-11,554.2,246.17,41.86,,95.92,100.51
2025-07-14,556.21,243.83,42.31,,95.7,100.51
2025-07-15,556.72,246.26,42.42,,98.05,100.52
2025-07-16,557.29,245.59,42.53,,99.01,100.55
2025-07-17,561.8,246.53,43.53,,101.73,100.56
2025-07-18,561.26,246.73,43.38,,101.42,100.59
2025-07-21,564.17,246.95,44.03,,101.99,100.6
2025-07-22,561.25,243.54,43.35,,98.79,100.62
2025-07-23,563.81,242.06,43.92,,100.67,100.63
2025-07-24,565.01,241.56,44.21,,101.82,100.64
2025-07-25,566.37,241.54,44.46,,102.6,100.66
2025-07-28,568.14,245.75,44.9,,104.97,100.69
2025-07-29,567.26,246.19,44.69,,104.88,100.69
2025-07-30,568.02,247.95,44.85,,105.55,100.71
2025-07-31,565.01,240.03,44.1,,103.07,100.72
2025-08-01,553.88,237.24,41.46,,96.59,100.39
2025-08-04,564.1,240.4,43.73,,102.2,100.41
2025-08-05,560.27,238.73,42.82,,100.1,100.42
2025-08-06,567.32,236.93,44.42,,103.25,100.43
2025-08-07,569.24,240.84,44.87,,103.37,100.43
2025-08-08,574.55,242.87,46.08,,106.27,100.48
2025-08-11,572.85,242.41,45.67,,104.31,100.49
2025-08-12,580.05,250.16,47.36,,108.89,100.49
2025-08-13,580.34,253.88,47.43,,109.07,100.51
2025-08-14,579.89,254.14,47.3,,108.4,100.52
2025-08-15,577.34,248.32,46.63,,105.8,100.55
2025-08-18,577.11,249.05,46.57,,106.34,100.58
2025-08-19,569.28,245.15,44.67,,100.79,100.58
2025-08-20,565.9,243.74,43.85,,98.72,100.6
2025-08-21,563.28,242.36,43.24,,97.61,100.6
2025-08-22,571.97,249.09,45.19,,101.54,100.64
2025-08-25,570.32,248.51,44.79,,100.81,100.66
2025-08-26,572.61,250.85,45.31,,102.18,100.66
2025-08-27,573.49,251.34,45.52,,103.65,100.67
2025-08-28,577.08,252.55,46.35,,106.11,100.68
2025-08-29,570.4,245.32,44.68,,101.25,100.74
2025-09-02,565.62,242.83,43.54,,98.17,100.39
2025-09-03,570.07,241.68,44.56,,99.75,100.4
2025-09-04,575.23,244.17,45.76,,101.19,100.42
2025-09-05,576.06,247.05,45.91,,101.4,100.44
2025-09-08,578.87,248.85,46.56,,103.64,100.47
2025-09-09,580.51,249.06,46.94,,104.28,100.47
2025-09-10,580.7,253.45,46.99,,109.83,100.48
2025-09-11,584.08,255.19,47.78,,110.61,100.5
2025-09-12,586.66,255.64,48.38,,110.64,100.53
2025-09-15,591.68,257.8,49.62,,113.54,100.53
2025-09-16,591.18,258.58,49.48,,112.35,100.55
2025-09-17,590.0,258.53,49.17,,111.46,100.56
2025-09-18,595.32,267.57,50.49,,116.78,100.58
2025-09-19,599.35,265.86,51.49,,120.22,100.62
2025-09-22,602.2,269.83,52.36,,125.66,100.62
2025-09-23,598.2,269.51,51.31,,122.26,100.64
2025-09-24,596.1,269.1,50.71,,120.27,100.65
2025-09-25,593.53,268.24,50.03,,119.39,100.66
2025-09-26,595.97,268.83,50.62,,120.35,100.69
2025-09-29,598.73,268.93,51.3,,122.09,100.7
2025-09-30,600.37,271.12,51.7,,124.37,100.7
2025-10-01,603.25,276.34,52.43,,127.85,100.37
2025-10-02,605.73,281.69,53.07,,130.0,100.38
2025-10-03,603.18,279.96,52.35,,127.81,100.42
2025-10-06,607.71,288.36,53.52,,131.65,100.42
2025-10-07,604.51,281.91,52.65,,129.01,100.44
2025-10-08,611.44,291.54,54.44,,135.52,100.45
2025-10-09,610.7,290.19,54.22,,135.1,100.46
2025-10-10,589.5,271.99,48.53,,118.89,100.51
2025-10-13,602.01,284.87,51.62,,127.08,100.5
2025-10-14,598.0,279.03,50.56,,122.26,100.51
2025-10-15,602.22,287.64,51.6,,125.65,100.53
2025-10-16,599.99,288.98,51.03,,126.05,100.54
2025-10-17,603.93,288.17,51.99,,126.5,100.57
2025-10-20,611.54,292.97,53.94,,130.69,100.58
2025-10-21,611.38,291.33,53.88,,131.02,100.6
2025-10-22,605.49,284.13,52.3,,127.0,100.61
2025-10-23,610.58,291.06,53.61,,131.54,100.62
2025-10-24,617.1,295.86,55.28,,137.73,100.65
2025-10-27,628.09,304.08,58.22,,145.36,100.66
2025-10-28,632.92,304.45,59.54,,149.61,100.67
2025-10-29,635.77,309.6,60.31,,152.7,100.68
2025-10-30,626.05,305.41,57.54,,147.35,100.69
2025-10-31,629.07,306.55,58.36,,147.57,100.72
2025-11-03,632.08,308.38,59.16,,149.24,100.4
2025-11-04,619.25,296.26,55.54,,137.56,100.4
2025-11-05,623.28,305.47,56.62,,139.01,100.42
2025-11-06,611.67,297.5,53.44,,130.9,100.43
2025-11-07,609.74,294.38,52.89,,129.12,100.46
2025-11-10,623.23,302.0,56.35,,139.01,100.47
2025-11-11,621.57,295.15,55.89,,135.45,100.48
2025-11-12,621.08,299.67,55.78,,136.6,100.49
2025-11-13,608.4,289.38,52.33,,126.08,100.5
2025-11-14,608.86,288.52,52.37,,128.36,100.53
2025-11-17,603.66,283.56,51.03,,122.08,100.54
2025-11-18,596.31,276.98,49.18,,116.11,100.54
2025-11-19,599.87,281.61,50.03,,118.51,100.56
2025-11-20,585.67,268.1,46.45,,107.34,100.58
2025-11-21,590.07,270.83,47.48,,108.44,100.6
2025-11-24,605.16,282.7,51.08,,116.42,100.61
2025-11-25,608.89,283.58,52.01,,117.09,100.63
2025-11-26,614.27,291.39,53.37,,121.19,100.64
2025-11-28,619.25,296.74,54.54,,124.1,100.67
2025-12-01,617.17,296.92,54.05,,124.34,100.38
2025-12-02,622.0,302.84,55.3,,128.09,100.4
2025-12-03,623.52,309.36,55.69,,128.92,100.41
2025-12-04,622.94,306.28,55.51,,130.21,100.43
2025-12-05,625.48,309.4,56.15,,133.0,100.46
2025-12-08,624.28,312.76,55.8,,135.81,100.46
2025-12-09,625.05,312.18,56.01,,136.84,100.47
2025-12-10,627.61,316.33,56.65,,130.84,100.47
2025-12-11,625.58,314.52,56.11,,128.68,100.49
2025-12-12,613.62,299.48,52.82,,117.28,100.53
2025-12-15,610.54,298.01,52.02,,114.11,100.53
2025-12-16,611.75,296.2,52.33,,114.58,100.54
2025-12-17,600.41,285.23,49.4,,106.96,100.56
2025-12-18,609.11,292.04,51.51,,111.82,100.56
2025-12-19,617.05,299.81,53.52,,118.94,100.28
2025-12-22,619.21,303.84,54.25,,120.93,100.28
2025-12-23,622.11,304.96,55.01,,122.74,100.29
2025-12-24,623.93,306.14,55.36,,123.71,100.31
2025-12-26,623.89,306.04,55.31,,124.0,100.34
2025-12-29,620.87,305.32,54.49,,122.38,100.36
2025-12-30,619.43,304.92,54.1,,121.18,100.37
2025-12-31,614.31,301.15,52.72,,117.49,100.38
2026-01-02,613.12,313.69,52.35,,118.16,100.41
2026-01-05,617.99,318.06,53.6,,119.0,100.42
2026-01-06,623.42,328.35,55.01,,123.94,100.43
2026-01-07,624.02,324.89,55.17,,123.54,100.44
2026-01-08,620.47,319.58,54.19,,117.82,100.45
2026-01-09,626.65,328.78,55.76,,122.41,100.47
2026-01-12,627.17,330.35,55.89,,123.97,100.49
2026-01-13,626.24,333.3,55.6,,123.2,100.5
2026-01-14,619.55,331.9,53.83,,118.52,100.51
2026-01-15,621.78,337.22,54.38,,120.36,100.52
2026-01-16,621.26,342.47,54.14,,120.7,100.56
2026-01-20,608.06,337.35,50.73,,111.21,100.56
2026-01-21,616.28,348.14,52.73,,115.87,100.56
2026-01-22,620.76,348.67,53.9,,118.41,100.58
2026-01-23,622.72,344.71,54.38,,118.85,100.61
2026-01-26,625.46,343.07,55.08,,121.23,100.62
2026-01-27,631.13,351.08,56.54,,126.12,100.62
2026-01-28,633.22,360.46,57.06,,129.0,100.64
2026-01-29,629.43,361.13,56.04,,122.72,100.65
2026-01-30,621.87,346.3,54.0,,115.43,100.67
2026-02-02,626.14,352.69,55.1,,118.53,100.37
2026-02-03,616.52,345.64,52.52,,110.9,100.39
2026-02-04,605.75,330.38,49.76,,101.62,100.4
2026-02-05,597.03,330.83,47.64,,96.11,100.4
2026-02-06,609.65,348.51,50.59,,107.49,100.43
2026-02-09,614.32,352.77,51.74,,112.59,100.45
2026-02-10,611.47,351.43,51.02,,110.76,100.46
2026-02-11,613.11,360.2,51.4,,111.62,100.46
2026-02-12,600.64,351.5,48.26,,102.79,100.48
2026-02-13,601.92,354.66,48.47,,103.57,100.52
2026-02-17,601.3,354.1,48.35,,103.19,100.52
2026-02-18,605.79,357.92,49.39,,106.35,100.54
2026-02-19,603.47,355.84,48.83,,104.77,100.55
2026-02-20,608.81,359.43,50.06,,106.29,100.57
2026-02-23,601.41,356.82,48.24,,100.92,100.59
2026-02-24,607.87,362.04,49.78,,104.69,100.59
2026-02-25,616.68,368.0,51.87,,110.62,100.6
2026-02-26,609.24,356.8,50.05,,106.03,100.62
2026-02-27,607.29,352.29,49.52,,100.86,100.64
2026-03-02,608.09,352.05,49.7,,102.56,100.38
2026-03-03,601.58,334.78,48.1,,98.14,100.4
2026-03-04,610.75,341.54,50.26,,103.04,100.4
2026-03-05,608.91,337.76,49.8,,103.6,100.41
2026-03-06,599.75,323.51,47.54,,97.26,100.45
2026-03-09,607.76,336.37,49.39,,102.45,100.46
2026-03-10,607.77,338.81,49.4,,102.33,100.46
2026-03-11,607.69,342.09,49.35,,103.88,100.48
2026-03-12,597.26,330.19,46.83,,98.08,100.49
2026-03-13,593.72,331.32,45.93,,95.78,100.52
2026-03-16,600.38,337.83,47.46,,99.96,100.52
2026-03-17,603.31,340.25,48.16,,101.48,100.54
2026-03-18,594.9,338.29,46.1,,98.14,100.55
2026-03-19,593.02,340.2,45.69,,99.06,100.55
2026-03-20,582.06,332.51,43.08,,92.32,100.58
2026-03-23,588.0,336.59,44.57,,96.0,100.58
2026-03-24,583.98,341.02,43.62,,94.0,100.61
2026-03-25,587.82,345.25,44.39,,95.34,100.61
2026-03-26,573.79,328.85,41.23,,86.42,100.62
2026-03-27,562.58,323.48,38.78,,81.42,100.65
2026-03-30,558.28,309.79,37.89,,76.7,100.66
2026-03-31,577.18,328.66,41.68,,86.55,100.66
2026-04-01,584.31,338.54,43.23,,90.34,100.39
2026-04-02,584.98,339.61,43.33,,92.39,100.43
2026-04-06,588.5,344.1,44.1,,93.8,100.44
2026-04-07,588.59,347.76,44.15,,95.13,100.45
2026-04-08,606.09,370.4,48.0,,104.08,100.45
2026-04-09,610.19,378.63,48.96,,104.8,100.46
2026-04-10,611.07,386.6,49.17,,105.95,100.5
2026-04-13,617.39,393.34,50.66,,112.67,100.51
2026-04-14,628.6,401.24,53.41,,117.94,100.51
2026-04-15,637.4,401.86,55.65,,123.6,100.53
2026-04-16,640.47,405.95,56.43,,127.94,100.53
2026-04-17,648.85,415.71,58.59,,133.52,100.56
2026-04-20,646.79,417.55,58.08,,134.18,100.57
2026-04-21,644.33,420.7,57.4,,134.46,100.59
2026-04-22,655.11,431.77,60.21,,143.38,100.6
2026-04-23,651.42,441.0,59.22,,137.16,100.61
2026-04-24,663.88,461.6,62.56,,148.75,100.64
2026-04-27,664.23,455.41,62.64,,149.42,100.64
2026-04-28,657.55,438.71,60.74,,142.03,100.66
2026-04-29,661.57,449.99,61.86,,145.1,100.67
2026-04-30,667.74,461.44,63.54,,146.26,100.67
2026-05-01,674.15,465.75,65.3,,152.66,100.41
2026-05-04,672.88,462.06,64.91,,153.15,100.42
2026-05-05,681.61,482.73,67.39,,163.13,100.43
2026-05-06,695.77,506.87,71.57,,176.03,100.44
2026-05-07,694.94,492.36,71.34,,174.84,100.45
2026-05-08,,,,,,
2026-05-11,,,,,,
2026-05-12,,,,,,
2026-05-13,,,,,,
2026-05-14,,,,,,
2026-05-15,,,,,,
2026-05-18,,,,,,
2026-05-19,,,,,,
2026-05-20,,,,,,
2026-05-21,,,,,,
2026-05-22,,,,,,
2026-05-26,,,,,,
2026-05-27,,,,,,
2026-05-28,,,,,,
2026-05-29,,,,,,
2026-06-01,,,,,,
2026-06-02,,,,,,
2026-06-03,,,,,,
2026-06-04,,,,,,
2026-06-05,,,,,,
2026-06-08,,,,,,
2026-06-09,,,,,,
2026-06-10,,,,,,
2026-06-11,,,,,,
2026-06-12,,,,,,
2026-06-15,,,,,,
2026-06-16,,,,,,
2026-06-17,,,,,,
2026-06-18,,,,,,
2026-06-22,,,,,,
2026-06-23,,,,,,
2026-06-24,,,,,,
2026-06-25,,,,,,
2026-06-26,,,,,,
2026-06-29,,,,,,
2026-06-30,,,,,,
2026-07-01,,,,,,
2026-07-02,,,,,,
2026-07-06,,,,,,
2026-07-07,,,,,,
2026-07-08,,,,,,
2026-07-09,,,,,,
2026-07-10,,,,,,
2026-07-13,,,,,,
2026-07-14,,,,,,
2026-07-15,,,,,,
2026-07-16,,,,,,
2026-07-17,,,,,,
2026-07-20,,,,,,
2026-07-21,,,,,,
